artists,track_name,id,uri,track_href,analysis_url,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Ngọt,Em Dạo Này,6OSWTtSplw9SWv33aDmKWB,spotify:track:6OSWTtSplw9SWv33aDmKWB,https://api.spotify.com/v1/tracks/6OSWTtSplw9SWv33aDmKWB,https://api.spotify.com/v1/audio-analysis/6OSWTtSplw9SWv33aDmKWB,45,0.41700000000000004,0.35600000000000004,9,-8.747,1,0.0351,0.752,0.0,0.19399999999999998,0.341,158.112,201828,3,0
WEAN and Aki,Alone,5gUOQs9CMpueBkmHYeX0uJ,spotify:track:5gUOQs9CMpueBkmHYeX0uJ,https://api.spotify.com/v1/tracks/5gUOQs9CMpueBkmHYeX0uJ,https://api.spotify.com/v1/audio-analysis/5gUOQs9CMpueBkmHYeX0uJ,0,0.78,0.73,0,-6.343,1,0.125,0.0152,0.0,0.105,0.621,130.925,242362,4,1
Only C,Đau Để Trưởng Thành,2avWAO0UACNLU4kYJYKU5M,spotify:track:2avWAO0UACNLU4kYJYKU5M,https://api.spotify.com/v1/tracks/2avWAO0UACNLU4kYJYKU5M,https://api.spotify.com/v1/audio-analysis/2avWAO0UACNLU4kYJYKU5M,0,0.41700000000000004,0.509,1,-4.346,1,0.0316,0.5379999999999999,0.0,0.142,0.466,156.09,283407,4,0
Tam Ca Áo Trắng,Xe Đạp Ơi,2FudPMg4o4iTRu4CA2Vv1Y,spotify:track:2FudPMg4o4iTRu4CA2Vv1Y,https://api.spotify.com/v1/tracks/2FudPMg4o4iTRu4CA2Vv1Y,https://api.spotify.com/v1/audio-analysis/2FudPMg4o4iTRu4CA2Vv1Y,7,0.68,0.444,7,-12.110999999999999,0,0.0267,0.5489999999999999,5.14e-06,0.0923,0.7120000000000001,115.973,265561,4,0
Phan Dinh Tung,Dong Thoi Gian,0FrYKITvpkNgdiZVrBMP28,spotify:track:0FrYKITvpkNgdiZVrBMP28,https://api.spotify.com/v1/tracks/0FrYKITvpkNgdiZVrBMP28,https://api.spotify.com/v1/audio-analysis/0FrYKITvpkNgdiZVrBMP28,1,0.58,0.299,1,-13.409,1,0.0326,0.8340000000000001,0.0,0.0952,0.33899999999999997,115.881,297159,4,0
Hoang Ton,Only U,20aPo7bf0IrwfZvBXDHsnh,spotify:track:20aPo7bf0IrwfZvBXDHsnh,https://api.spotify.com/v1/tracks/20aPo7bf0IrwfZvBXDHsnh,https://api.spotify.com/v1/audio-analysis/20aPo7bf0IrwfZvBXDHsnh,9,0.6859999999999999,0.534,2,-5.7120000000000015,1,0.0298,0.119,0.0,0.304,0.17,120.121,206000,4,1
Tlinh and RPT MCK,Em Là Châu Báu,2QpMK4mvdyFW5N0JYohVdW,spotify:track:2QpMK4mvdyFW5N0JYohVdW,https://api.spotify.com/v1/tracks/2QpMK4mvdyFW5N0JYohVdW,https://api.spotify.com/v1/audio-analysis/2QpMK4mvdyFW5N0JYohVdW,44,0.888,0.863,2,-4.58,0,0.0841,0.0639,2.06e-06,0.0803,0.8740000000000001,126.991,171969,4,0
Quang Vinh and Bảo Thy,Ngọn đồi chong chóng,5Fp0LdsTWAr8KeHutasRvC,spotify:track:5Fp0LdsTWAr8KeHutasRvC,https://api.spotify.com/v1/tracks/5Fp0LdsTWAr8KeHutasRvC,https://api.spotify.com/v1/audio-analysis/5Fp0LdsTWAr8KeHutasRvC,8,0.688,0.528,2,-9.448,1,0.0398,0.28,0.0,0.276,0.312,137.95,231144,4,0
Đàm Vĩnh Hưng,Tình Yêu Còn Đâu,5h8EBLx5tEzNfBhLVHCaME,spotify:track:5h8EBLx5tEzNfBhLVHCaME,https://api.spotify.com/v1/tracks/5h8EBLx5tEzNfBhLVHCaME,https://api.spotify.com/v1/audio-analysis/5h8EBLx5tEzNfBhLVHCaME,19,0.693,0.908,3,-7.496,0,0.0371,0.0232,0.0021,0.531,0.858,139.99,262757,4,1
AMEE and Karik,Em Bé,4RZJObXQzsKQLd25LBjBG8,spotify:track:4RZJObXQzsKQLd25LBjBG8,https://api.spotify.com/v1/tracks/4RZJObXQzsKQLd25LBjBG8,https://api.spotify.com/v1/audio-analysis/4RZJObXQzsKQLd25LBjBG8,51,0.923,0.601,2,-4.692,1,0.0726,0.0644,0.000253,0.0508,0.7759999999999999,129.944,192000,4,1
Cẩm Ly and Đan Trường,Tìm Lại Dấu Yêu,2r7RBfXRDiiO8WqKaQDKkt,spotify:track:2r7RBfXRDiiO8WqKaQDKkt,https://api.spotify.com/v1/tracks/2r7RBfXRDiiO8WqKaQDKkt,https://api.spotify.com/v1/audio-analysis/2r7RBfXRDiiO8WqKaQDKkt,2,0.735,0.862,10,-6.9460000000000015,0,0.15,0.24,0.000523,0.0836,0.767,148.132,290090,4,1
Văn Mai Hương,Mai Đây Em Thương Một Chàng Trai,4PdsLeaQ88F0XWO3v5Ch3x,spotify:track:4PdsLeaQ88F0XWO3v5Ch3x,https://api.spotify.com/v1/tracks/4PdsLeaQ88F0XWO3v5Ch3x,https://api.spotify.com/v1/audio-analysis/4PdsLeaQ88F0XWO3v5Ch3x,31,0.32,0.267,8,-8.818999999999997,1,0.0358,0.926,0.00028900000000000003,0.0805,0.332,83.977,251000,4,1
Ha Okio,Nơi Ấy,65P1VBL5zccL2QUP07CokG,spotify:track:65P1VBL5zccL2QUP07CokG,https://api.spotify.com/v1/tracks/65P1VBL5zccL2QUP07CokG,https://api.spotify.com/v1/audio-analysis/65P1VBL5zccL2QUP07CokG,19,0.248,0.459,11,-7.923999999999999,1,0.0338,0.8140000000000001,0.0,0.129,0.348,68.183,301166,4,1
Cẩm Ly,Em Sẽ Quên... Người Ơi,0fL8ehyCC5ORs9JT9w1m1u,spotify:track:0fL8ehyCC5ORs9JT9w1m1u,https://api.spotify.com/v1/tracks/0fL8ehyCC5ORs9JT9w1m1u,https://api.spotify.com/v1/audio-analysis/0fL8ehyCC5ORs9JT9w1m1u,3,0.59,0.546,7,-8.388,0,0.0305,0.0346,1.1e-06,0.0785,0.319,128.261,264587,4,0
The Sheep and T.R.I,Người Ta Thành Đôi Hết Rồi,7lZ07tAiDnmUE7cKw0jfSZ,spotify:track:7lZ07tAiDnmUE7cKw0jfSZ,https://api.spotify.com/v1/tracks/7lZ07tAiDnmUE7cKw0jfSZ,https://api.spotify.com/v1/audio-analysis/7lZ07tAiDnmUE7cKw0jfSZ,41,0.732,0.392,5,-11.431,1,0.0312,0.7020000000000001,2.82e-05,0.128,0.813,105.005,164571,4,1
Khac Viet,Yeu Lai Tu Dau,29V6rTcAjKY1ksUdbJd4gO,spotify:track:29V6rTcAjKY1ksUdbJd4gO,https://api.spotify.com/v1/tracks/29V6rTcAjKY1ksUdbJd4gO,https://api.spotify.com/v1/audio-analysis/29V6rTcAjKY1ksUdbJd4gO,42,0.7659999999999999,0.539,11,-9.798,0,0.0351,0.643,0.0,0.125,0.516,96.0,207040,4,0
Bich Phuong,Sau Trong Em,1XgweHdqnVPxc4PYSYkbd0,spotify:track:1XgweHdqnVPxc4PYSYkbd0,https://api.spotify.com/v1/tracks/1XgweHdqnVPxc4PYSYkbd0,https://api.spotify.com/v1/audio-analysis/1XgweHdqnVPxc4PYSYkbd0,0,0.6659999999999999,0.63,4,-4.472,0,0.0305,0.569,0.0,0.0571,0.396,99.995,237637,4,1
Thùy Chi,Quê Tôi,7iYjIqTrM9fdncKjuDVnOa,spotify:track:7iYjIqTrM9fdncKjuDVnOa,https://api.spotify.com/v1/tracks/7iYjIqTrM9fdncKjuDVnOa,https://api.spotify.com/v1/audio-analysis/7iYjIqTrM9fdncKjuDVnOa,42,0.58,0.28,7,-9.5,1,0.0307,0.838,0.00014199999999999998,0.253,0.41200000000000003,119.885,269531,4,0
Lân Nhã,Chiều Một Mình Qua Phố,56nsi6xtKvv8OfTJ4CmSAC,spotify:track:56nsi6xtKvv8OfTJ4CmSAC,https://api.spotify.com/v1/tracks/56nsi6xtKvv8OfTJ4CmSAC,https://api.spotify.com/v1/audio-analysis/56nsi6xtKvv8OfTJ4CmSAC,28,0.32899999999999996,0.43200000000000005,5,-7.002000000000001,0,0.0481,0.602,3.81e-06,0.256,0.251,182.483,266129,3,0
Ung Hoang Phuc,Vì Sao Trong Lòng Tôi,77KKLsOt8t43crXzSAxKyl,spotify:track:77KKLsOt8t43crXzSAxKyl,https://api.spotify.com/v1/tracks/77KKLsOt8t43crXzSAxKyl,https://api.spotify.com/v1/audio-analysis/77KKLsOt8t43crXzSAxKyl,38,0.5670000000000001,0.514,0,-5.471,0,0.0278,0.295,0.0,0.0959,0.0809,139.656,300600,4,1
Vũ.,Phút Ban Đầu,5QZxwgUSEvcGgj8z8MfkUN,spotify:track:5QZxwgUSEvcGgj8z8MfkUN,https://api.spotify.com/v1/tracks/5QZxwgUSEvcGgj8z8MfkUN,https://api.spotify.com/v1/audio-analysis/5QZxwgUSEvcGgj8z8MfkUN,0,0.467,0.0889,1,-13.165,1,0.0393,0.9520000000000001,9.92e-05,0.11599999999999999,0.159,134.906,243200,4,0
Cẩm Ly,Phố Hoa,5RU8ZHifAe4XqSrE75GVkO,spotify:track:5RU8ZHifAe4XqSrE75GVkO,https://api.spotify.com/v1/tracks/5RU8ZHifAe4XqSrE75GVkO,https://api.spotify.com/v1/audio-analysis/5RU8ZHifAe4XqSrE75GVkO,15,0.742,0.848,2,-7.82,0,0.0684,0.315,0.00312,0.0764,0.547,122.243,315507,4,0
Ha Nhi,Quán Vắng Một Mình,3ehXKcKE5Ed5xUiZ5ADMdp,spotify:track:3ehXKcKE5Ed5xUiZ5ADMdp,https://api.spotify.com/v1/tracks/3ehXKcKE5Ed5xUiZ5ADMdp,https://api.spotify.com/v1/audio-analysis/3ehXKcKE5Ed5xUiZ5ADMdp,24,0.82,0.522,2,-10.288,0,0.0502,0.433,0.0035299999999999997,0.313,0.47100000000000003,120.02600000000001,372000,4,0
Mỹ Tâm,Ngo Dau Tinh Da Quen Minh,4yPzKx2u7AGO1kYVxQ2FcE,spotify:track:4yPzKx2u7AGO1kYVxQ2FcE,https://api.spotify.com/v1/tracks/4yPzKx2u7AGO1kYVxQ2FcE,https://api.spotify.com/v1/audio-analysis/4yPzKx2u7AGO1kYVxQ2FcE,0,0.5770000000000001,0.419,2,-7.558,1,0.0274,0.623,0.0,0.0796,0.136,94.555,264920,3,0
Masiu and Masew,Cưới Thôi,5dHe8aNoKN8mMkpZgTNnMV,spotify:track:5dHe8aNoKN8mMkpZgTNnMV,https://api.spotify.com/v1/tracks/5dHe8aNoKN8mMkpZgTNnMV,https://api.spotify.com/v1/audio-analysis/5dHe8aNoKN8mMkpZgTNnMV,48,0.8140000000000001,0.7609999999999999,11,-5.7410000000000005,1,0.0981,0.0833,0.213,0.0877,0.363,145.011,188703,4,0
Soobin Hoang Son,Vai Lan Don Dua,6hUpxEKFSjS8metuA1yxlf,spotify:track:6hUpxEKFSjS8metuA1yxlf,https://api.spotify.com/v1/tracks/6hUpxEKFSjS8metuA1yxlf,https://api.spotify.com/v1/audio-analysis/6hUpxEKFSjS8metuA1yxlf,46,0.7240000000000001,0.6679999999999999,6,-4.035,0,0.057999999999999996,0.555,1.57e-06,0.19399999999999998,0.42700000000000005,135.046,170667,4,0
Bảo Thy,Một Chút Quên Anh Thôi,3l9p9RAKB83HoZg66HAvV9,spotify:track:3l9p9RAKB83HoZg66HAvV9,https://api.spotify.com/v1/tracks/3l9p9RAKB83HoZg66HAvV9,https://api.spotify.com/v1/audio-analysis/3l9p9RAKB83HoZg66HAvV9,36,0.609,0.35200000000000004,3,-9.048,0,0.0277,0.92,0.0,0.115,0.41,97.98,212520,4,0
Lâm Hùng and Hoàng Châu,Mãi Yêu,7bzw0aki2k0IxoigTN21O4,spotify:track:7bzw0aki2k0IxoigTN21O4,https://api.spotify.com/v1/tracks/7bzw0aki2k0IxoigTN21O4,https://api.spotify.com/v1/audio-analysis/7bzw0aki2k0IxoigTN21O4,1,0.539,0.405,3,-8.333,0,0.0295,0.787,0.0,0.11699999999999999,0.256,71.992,302655,4,0
RAP VIỆT and Binz and JustaTee and Karik and Rhymastic and Suboi and Wowy,"Đây Là Rap Việt (feat. Wowy, Karik, Suboi, Binz, Rhymastic & JustaTee)",3nHbNyuUsVmtwHAcpeOrZR,spotify:track:3nHbNyuUsVmtwHAcpeOrZR,https://api.spotify.com/v1/tracks/3nHbNyuUsVmtwHAcpeOrZR,https://api.spotify.com/v1/audio-analysis/3nHbNyuUsVmtwHAcpeOrZR,42,0.769,0.79,8,-3.0869999999999997,1,0.28600000000000003,0.6809999999999999,0.0,0.387,0.7709999999999999,144.984,180600,4,0
Uyen Trang and Lam Vu,Về Đâu Anh Hỡi,7cAm38ukIHlWrPkRcZaYME,spotify:track:7cAm38ukIHlWrPkRcZaYME,https://api.spotify.com/v1/tracks/7cAm38ukIHlWrPkRcZaYME,https://api.spotify.com/v1/audio-analysis/7cAm38ukIHlWrPkRcZaYME,0,0.6829999999999999,0.645,0,-4.3389999999999995,0,0.0337,0.777,0.0,0.131,0.514,126.111,285231,4,0
Đan Trường,Tìm Dấu Yêu Xưa,2h6JnvFGjhmHi8hVwesA4m,spotify:track:2h6JnvFGjhmHi8hVwesA4m,https://api.spotify.com/v1/tracks/2h6JnvFGjhmHi8hVwesA4m,https://api.spotify.com/v1/audio-analysis/2h6JnvFGjhmHi8hVwesA4m,0,0.667,0.595,9,-9.298,1,0.0413,0.0734,1.25e-05,0.0722,0.43,139.072,298789,4,0
Cẩm Vân,Người Đàn Bà Yếu Đuối,2wXGUQjG2wnZMDI3y2zVuN,spotify:track:2wXGUQjG2wnZMDI3y2zVuN,https://api.spotify.com/v1/tracks/2wXGUQjG2wnZMDI3y2zVuN,https://api.spotify.com/v1/audio-analysis/2wXGUQjG2wnZMDI3y2zVuN,0,0.647,0.507,8,-5.38,1,0.0356,0.409,0.0,0.232,0.335,118.751,337789,4,1
Vũ.,Lời Yêu Em,7zKDCM8YoeC3tqHV5ZmFuy,spotify:track:7zKDCM8YoeC3tqHV5ZmFuy,https://api.spotify.com/v1/tracks/7zKDCM8YoeC3tqHV5ZmFuy,https://api.spotify.com/v1/audio-analysis/7zKDCM8YoeC3tqHV5ZmFuy,47,0.52,0.248,6,-16.656,0,0.0601,0.956,4.14e-05,0.11900000000000001,0.355,109.271,285153,4,0
HIEUTHUHAI,Nghe Như Tình Yêu,769IjpjHNrN36SPvj2ZBKu,spotify:track:769IjpjHNrN36SPvj2ZBKu,https://api.spotify.com/v1/tracks/769IjpjHNrN36SPvj2ZBKu,https://api.spotify.com/v1/audio-analysis/769IjpjHNrN36SPvj2ZBKu,50,0.6859999999999999,0.6,5,-7.399,0,0.0463,0.0186,9.09e-05,0.141,0.28,100.008,193049,4,0
1 9 6 7 and Quang Đăng Trần,Trò Đùa - Lofi,4JwlaWbACsm2Mmhr4Sjwzq,spotify:track:4JwlaWbACsm2Mmhr4Sjwzq,https://api.spotify.com/v1/tracks/4JwlaWbACsm2Mmhr4Sjwzq,https://api.spotify.com/v1/audio-analysis/4JwlaWbACsm2Mmhr4Sjwzq,14,0.613,0.365,2,-9.931000000000001,1,0.0321,0.852,0.624,0.371,0.0927,100.04299999999999,237675,4,0
Văn Mai Hương,Trên Cây Cầu Bên Sông,5OheZS6jz0luxMP3kChZ3M,spotify:track:5OheZS6jz0luxMP3kChZ3M,https://api.spotify.com/v1/tracks/5OheZS6jz0luxMP3kChZ3M,https://api.spotify.com/v1/audio-analysis/5OheZS6jz0luxMP3kChZ3M,29,0.6,0.312,11,-10.018,1,0.0308,0.873,0.00289,0.117,0.382,94.796,300124,3,1
Duy Manh,Ta Mang Ơn Em,7fYO7yDyBwxYSJD70GqaQj,spotify:track:7fYO7yDyBwxYSJD70GqaQj,https://api.spotify.com/v1/tracks/7fYO7yDyBwxYSJD70GqaQj,https://api.spotify.com/v1/audio-analysis/7fYO7yDyBwxYSJD70GqaQj,9,0.5870000000000001,0.802,1,-6.526,0,0.0414,0.23,1.01e-06,0.0747,0.364,107.99600000000001,273398,4,0
