artists,track_name,id,uri,track_href,analysis_url,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Suboi,Đời,3xgBxZxeDER973CYLIePOw,spotify:track:3xgBxZxeDER973CYLIePOw,https://api.spotify.com/v1/tracks/3xgBxZxeDER973CYLIePOw,https://api.spotify.com/v1/audio-analysis/3xgBxZxeDER973CYLIePOw,25,0.736,0.667,2,-1.063,1,0.0369,0.104,8.00E-05,0.154,0.536,93.001,186487,4,0
Đức Phúc,Gửi Ngàn Lời Yêu,2lZdrulVXRGcBhnltam4kC,spotify:track:2lZdrulVXRGcBhnltam4kC,https://api.spotify.com/v1/tracks/2lZdrulVXRGcBhnltam4kC,https://api.spotify.com/v1/audio-analysis/2lZdrulVXRGcBhnltam4kC,36,0.561,0.322,10,-8.543,1,0.0356,0.682,4.51E-05,0.15,0.274,137.677,264348,4,0
Nhat Tinh Anh,Món Quà Cuối,5sm9qYcf6PJhSxygIRYvOL,spotify:track:5sm9qYcf6PJhSxygIRYvOL,https://api.spotify.com/v1/tracks/5sm9qYcf6PJhSxygIRYvOL,https://api.spotify.com/v1/audio-analysis/5sm9qYcf6PJhSxygIRYvOL,0,0.697,0.56,6,-6.491,0,0.0385,0.78,1.15E-06,0.197,0.28,146.006,309838,4,0
Nhu Loan,Men Say Tình Ái,28KqyVoQzm2YcglmaKxGgn,spotify:track:28KqyVoQzm2YcglmaKxGgn,https://api.spotify.com/v1/tracks/28KqyVoQzm2YcglmaKxGgn,https://api.spotify.com/v1/audio-analysis/28KqyVoQzm2YcglmaKxGgn,23,0.776,0.905,6,-4.515,0,0.0331,0.252,1.84E-05,0.117,0.585,120.005,257858,4,0
Cẩm Vân,Trên Mảnh Đất Tình Người,0qaXrX6yXzGbC9FvvdmNwh,spotify:track:0qaXrX6yXzGbC9FvvdmNwh,https://api.spotify.com/v1/tracks/0qaXrX6yXzGbC9FvvdmNwh,https://api.spotify.com/v1/audio-analysis/0qaXrX6yXzGbC9FvvdmNwh,2,0.527,0.45,2,-12.661,1,0.037,0.223,0,0.13,0.254,132.054,325695,4,0
Mỹ Tâm,Uoc Gi,6bYylZ1NBLuHXS3p41buLP,spotify:track:6bYylZ1NBLuHXS3p41buLP,https://api.spotify.com/v1/tracks/6bYylZ1NBLuHXS3p41buLP,https://api.spotify.com/v1/audio-analysis/6bYylZ1NBLuHXS3p41buLP,0,0.566,0.353,7,-7.602,1,0.0331,0.339,0,0.143,0.182,123.877,332960,4,0
Mây Trắng,Có Chắc Anh Đã Yêu Em,7CMaJaVPhtmRhqJtacimyv,spotify:track:7CMaJaVPhtmRhqJtacimyv,https://api.spotify.com/v1/tracks/7CMaJaVPhtmRhqJtacimyv,https://api.spotify.com/v1/audio-analysis/7CMaJaVPhtmRhqJtacimyv,18,0.363,0.624,2,-4.496,1,0.0574,0.738,0,0.0805,0.399,206.035,268042,3,0
Cukak and buitruonglinh,Đường Tôi Chở Em Về - Remix,2W1AL3O272UMcHjWur2IV7,spotify:track:2W1AL3O272UMcHjWur2IV7,https://api.spotify.com/v1/tracks/2W1AL3O272UMcHjWur2IV7,https://api.spotify.com/v1/audio-analysis/2W1AL3O272UMcHjWur2IV7,15,0.907,0.775,4,-7.172,0,0.0742,0.0536,0.169,0.0774,0.901,128.003,248818,4,0
Hoang Ton,Dành Cho Em,59JyKMnF5GeRonDZqYUV9B,spotify:track:59JyKMnF5GeRonDZqYUV9B,https://api.spotify.com/v1/tracks/59JyKMnF5GeRonDZqYUV9B,https://api.spotify.com/v1/audio-analysis/59JyKMnF5GeRonDZqYUV9B,15,0.523,0.566,1,-5.634,1,0.0318,0.77,0,0.1,0.318,135.991,238773,4,1
Bằng Kiều and Quang Le and Dan Nguyen,Xin Gọi Nhau Là Cố Nhân,7wcquJ59FWYUYX0xa8ujHJ,spotify:track:7wcquJ59FWYUYX0xa8ujHJ,https://api.spotify.com/v1/tracks/7wcquJ59FWYUYX0xa8ujHJ,https://api.spotify.com/v1/audio-analysis/7wcquJ59FWYUYX0xa8ujHJ,41,0.449,0.461,2,-6.939,0,0.0277,0.805,0,0.237,0.286,139.973,307653,4,0
CHARLES.,Tia Nắng Hoàng Hôn,7pMdwfFN7QeB18oVabz9VZ,spotify:track:7pMdwfFN7QeB18oVabz9VZ,https://api.spotify.com/v1/tracks/7pMdwfFN7QeB18oVabz9VZ,https://api.spotify.com/v1/audio-analysis/7pMdwfFN7QeB18oVabz9VZ,36,0.856,0.463,0,-5.901,1,0.0461,0.577,0,0.0899,0.715,96.984,212784,4,0
Đan Trường,Bóng Dáng Thiên Thần,5y4L0tIXOUlf4n29IcZRRM,spotify:track:5y4L0tIXOUlf4n29IcZRRM,https://api.spotify.com/v1/tracks/5y4L0tIXOUlf4n29IcZRRM,https://api.spotify.com/v1/audio-analysis/5y4L0tIXOUlf4n29IcZRRM,0,0.557,0.758,11,-6.501,0,0.0611,0.335,3.62E-06,0.305,0.757,180.12,273737,4,0
Đan Trường,Đêm Hoang Vu,4L6BVYqePZ5KiTgYZ7xn3X,spotify:track:4L6BVYqePZ5KiTgYZ7xn3X,https://api.spotify.com/v1/tracks/4L6BVYqePZ5KiTgYZ7xn3X,https://api.spotify.com/v1/audio-analysis/4L6BVYqePZ5KiTgYZ7xn3X,0,0.519,0.567,11,-5.472,0,0.0384,0.316,0,0.112,0.216,129.943,369215,4,1
RAP VIỆT and RPT Gonzo,Katy (feat. RPT Gonzo),3T1ituhIzhnLxpDgKAVHxk,spotify:track:3T1ituhIzhnLxpDgKAVHxk,https://api.spotify.com/v1/tracks/3T1ituhIzhnLxpDgKAVHxk,https://api.spotify.com/v1/audio-analysis/3T1ituhIzhnLxpDgKAVHxk,30,0.749,0.797,6,-3.979,0,0.3,0.184,0,0.326,0.493,79.007,175487,4,0
