artists,track_name,id,uri,track_href,analysis_url,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Ha Nhi,Hoa Tàn,1A1vudvqQmJq7LwWYjeRzO,spotify:track:1A1vudvqQmJq7LwWYjeRzO,https://api.spotify.com/v1/tracks/1A1vudvqQmJq7LwWYjeRzO,https://api.spotify.com/v1/audio-analysis/1A1vudvqQmJq7LwWYjeRzO,39,0.44799999999999995,0.251,7,-12.715,1,0.0453,0.894,8.22e-06,0.125,0.212,123.896,367720,4
JayKii and Sara Lưu,Đừng Như Thói Quen,1egSj83G00A1G4rlRp6IyK,spotify:track:1egSj83G00A1G4rlRp6IyK,https://api.spotify.com/v1/tracks/1egSj83G00A1G4rlRp6IyK,https://api.spotify.com/v1/audio-analysis/1egSj83G00A1G4rlRp6IyK,39,0.613,0.321,10,-9.119,0,0.03,0.778,0.0,0.131,0.175,114.99600000000001,266196,4
Đông Nhi,Cho Em Một Lần Yêu,5oQwxJJBwKPGkZliiyv3jQ,spotify:track:5oQwxJJBwKPGkZliiyv3jQ,https://api.spotify.com/v1/tracks/5oQwxJJBwKPGkZliiyv3jQ,https://api.spotify.com/v1/audio-analysis/5oQwxJJBwKPGkZliiyv3jQ,39,0.604,0.5589999999999999,11,-6.707000000000001,0,0.0241,0.21899999999999997,0.0,0.124,0.327,103.039,225773,4
T.R.I and Cammie,2+3=5,5MgPgea71c19HCslM68RH2,spotify:track:5MgPgea71c19HCslM68RH2,https://api.spotify.com/v1/tracks/5MgPgea71c19HCslM68RH2,https://api.spotify.com/v1/audio-analysis/5MgPgea71c19HCslM68RH2,39,0.917,0.415,9,-10.071,0,0.073,0.759,0.000739,0.109,0.5660000000000001,120.025,172000,4
Mr.Siro,"Một Bước Yêu, Vạn Dặm Đau",1boTjjDheiPBIlk1fzLB3O,spotify:track:1boTjjDheiPBIlk1fzLB3O,https://api.spotify.com/v1/tracks/1boTjjDheiPBIlk1fzLB3O,https://api.spotify.com/v1/audio-analysis/1boTjjDheiPBIlk1fzLB3O,39,0.469,0.42100000000000004,1,-7.656000000000001,1,0.0274,0.7959999999999999,0.0,0.0956,0.327,137.86,298914,4
Trinh Thang Binh and Liz Kim Cương,Khác Biệt To Lớn,27mHlM5VYrQhQ0xQDXXvg1,spotify:track:27mHlM5VYrQhQ0xQDXXvg1,https://api.spotify.com/v1/tracks/27mHlM5VYrQhQ0xQDXXvg1,https://api.spotify.com/v1/audio-analysis/27mHlM5VYrQhQ0xQDXXvg1,39,0.742,0.601,11,-8.132,0,0.0556,0.767,0.0,0.479,0.496,95.029,240000,4
Vu Cat Tuong and Onic,Tìm Hành Tinh Khác,4L7WXdcvRKDFrh3p3bNDi5,spotify:track:4L7WXdcvRKDFrh3p3bNDi5,https://api.spotify.com/v1/tracks/4L7WXdcvRKDFrh3p3bNDi5,https://api.spotify.com/v1/audio-analysis/4L7WXdcvRKDFrh3p3bNDi5,39,0.826,0.429,8,-8.908999999999999,1,0.111,0.8029999999999999,1.82e-05,0.0953,0.654,117.988,235932,4
Ung Hoang Phuc,Thà Rằng Như Thế,1V27gwsVYyp6z1GLxIEzMK,spotify:track:1V27gwsVYyp6z1GLxIEzMK,https://api.spotify.com/v1/tracks/1V27gwsVYyp6z1GLxIEzMK,https://api.spotify.com/v1/audio-analysis/1V27gwsVYyp6z1GLxIEzMK,39,0.5820000000000001,0.5770000000000001,11,-5.766,0,0.0295,0.317,0.0,0.19,0.273,125.986,201648,4
Kay Trần and Lăng LD and Homie Boiz,Ý Em Sao,1xPienWGv0WkWl7YpCZxWf,spotify:track:1xPienWGv0WkWl7YpCZxWf,https://api.spotify.com/v1/tracks/1xPienWGv0WkWl7YpCZxWf,https://api.spotify.com/v1/audio-analysis/1xPienWGv0WkWl7YpCZxWf,39,0.774,0.802,0,-5.789,0,0.0415,0.45299999999999996,0.0,0.17,0.7879999999999999,100.001,141000,4
Le Thien Hieu,Ooh Just You,0HK8DbhsuwSbDQKziQqbQI,spotify:track:0HK8DbhsuwSbDQKziQqbQI,https://api.spotify.com/v1/tracks/0HK8DbhsuwSbDQKziQqbQI,https://api.spotify.com/v1/audio-analysis/0HK8DbhsuwSbDQKziQqbQI,39,0.81,0.42700000000000005,0,-12.213,0,0.087,0.727,0.00115,0.11900000000000001,0.723,149.983,195200,1
Ost Bố Già,Sao Cha Không,6ZPCj310t67C50cOsJHDv5,spotify:track:6ZPCj310t67C50cOsJHDv5,https://api.spotify.com/v1/tracks/6ZPCj310t67C50cOsJHDv5,https://api.spotify.com/v1/audio-analysis/6ZPCj310t67C50cOsJHDv5,39,0.674,0.478,10,-6.928999999999999,1,0.0508,0.8590000000000001,0.0,0.36200000000000004,0.41600000000000004,127.88799999999999,285629,4
Isaac,Gia Ngay Dau Dung Noi Thuong Nhau,1dMJhYvyH7I4RGcLUWAg3p,spotify:track:1dMJhYvyH7I4RGcLUWAg3p,https://api.spotify.com/v1/tracks/1dMJhYvyH7I4RGcLUWAg3p,https://api.spotify.com/v1/audio-analysis/1dMJhYvyH7I4RGcLUWAg3p,39,0.562,0.513,2,-7.303999999999999,0,0.035,0.775,4.83e-06,0.0962,0.2,126.053,270000,4
Đen,Đi Theo Bóng Mặt Trời - Live At Show Của Đen,3vrtrHN8QFUdGheMzPs8j3,spotify:track:3vrtrHN8QFUdGheMzPs8j3,https://api.spotify.com/v1/tracks/3vrtrHN8QFUdGheMzPs8j3,https://api.spotify.com/v1/audio-analysis/3vrtrHN8QFUdGheMzPs8j3,39,0.703,0.767,11,-4.126,0,0.257,0.024,0.0,0.13,0.44,156.07299999999998,236096,4
Phùng Khánh Linh,cô đơn sớm tối,6nwPpjXk97fYF2aOUq2fcp,spotify:track:6nwPpjXk97fYF2aOUq2fcp,https://api.spotify.com/v1/tracks/6nwPpjXk97fYF2aOUq2fcp,https://api.spotify.com/v1/audio-analysis/6nwPpjXk97fYF2aOUq2fcp,39,0.532,0.321,6,-7.013999999999999,1,0.0299,0.185,4.89e-06,0.22399999999999998,0.177,139.922,261574,4
Đen and JustaTee and Biên and Madihu,Đố em biết anh đang nghĩ gì - Remix,3stYwdAaZR0xwEKSocKIXg,spotify:track:3stYwdAaZR0xwEKSocKIXg,https://api.spotify.com/v1/tracks/3stYwdAaZR0xwEKSocKIXg,https://api.spotify.com/v1/audio-analysis/3stYwdAaZR0xwEKSocKIXg,39,0.792,0.5579999999999999,4,-7.314,0,0.151,0.18,0.0,0.151,0.321,93.03299999999999,228038,4
Văn Mai Hương and HAOZI and RINV,Hương (HAOZI x RINV Remix),0yzBHCOPXkIX3SA1VDWWMW,spotify:track:0yzBHCOPXkIX3SA1VDWWMW,https://api.spotify.com/v1/tracks/0yzBHCOPXkIX3SA1VDWWMW,https://api.spotify.com/v1/audio-analysis/0yzBHCOPXkIX3SA1VDWWMW,39,0.8140000000000001,0.8079999999999999,11,-5.222,0,0.0685,0.154,0.0256,0.6609999999999999,0.638,130.02200000000002,201236,4
Đen,Bài Này Chill Phết - Live At Show Của Đen,6ztkb5MiGLM6TqodbVDGTE,spotify:track:6ztkb5MiGLM6TqodbVDGTE,https://api.spotify.com/v1/tracks/6ztkb5MiGLM6TqodbVDGTE,https://api.spotify.com/v1/audio-analysis/6ztkb5MiGLM6TqodbVDGTE,39,0.61,0.895,9,-3.554,0,0.0989,0.29100000000000004,0.0,0.21100000000000002,0.502,160.547,294768,4
Tạ Quang Thắng,Gió Đánh Đò Đưa,1Bs0asdsNeQ1lsEyQV0om2,spotify:track:1Bs0asdsNeQ1lsEyQV0om2,https://api.spotify.com/v1/tracks/1Bs0asdsNeQ1lsEyQV0om2,https://api.spotify.com/v1/audio-analysis/1Bs0asdsNeQ1lsEyQV0om2,39,0.53,0.568,5,-5.005,1,0.0347,0.727,0.0,0.10800000000000001,0.31,86.001,216279,4
Đen and Linh Cáo,Ta Cứ Đi Cùng Nhau - Live At Show Của Đen,2mqEoZUVNajcSnNJPEBBfu,spotify:track:2mqEoZUVNajcSnNJPEBBfu,https://api.spotify.com/v1/tracks/2mqEoZUVNajcSnNJPEBBfu,https://api.spotify.com/v1/audio-analysis/2mqEoZUVNajcSnNJPEBBfu,39,0.649,0.8959999999999999,7,-6.222,0,0.0668,0.26,1.34e-06,0.434,0.297,106.01100000000001,346627,4
MONSTAR,baby i told u,6PQwOjVd78TWuvF86HXitj,spotify:track:6PQwOjVd78TWuvF86HXitj,https://api.spotify.com/v1/tracks/6PQwOjVd78TWuvF86HXitj,https://api.spotify.com/v1/audio-analysis/6PQwOjVd78TWuvF86HXitj,39,0.578,0.609,6,-5.404,0,0.14400000000000002,0.5589999999999999,0.00016299999999999998,0.091,0.701,172.11599999999999,254041,4
MONSTAR,tình yêu chậm trễ,6jcLKVmEKAQIXIVHJZ8vzS,spotify:track:6jcLKVmEKAQIXIVHJZ8vzS,https://api.spotify.com/v1/tracks/6jcLKVmEKAQIXIVHJZ8vzS,https://api.spotify.com/v1/audio-analysis/6jcLKVmEKAQIXIVHJZ8vzS,39,0.37200000000000005,0.335,9,-6.662999999999999,1,0.0286,0.8690000000000001,0.0,0.114,0.387,179.56,245333,4
Chillies,Những Con Đường Song Song,70cMlm2Ib00pnJHtjMem9b,spotify:track:70cMlm2Ib00pnJHtjMem9b,https://api.spotify.com/v1/tracks/70cMlm2Ib00pnJHtjMem9b,https://api.spotify.com/v1/audio-analysis/70cMlm2Ib00pnJHtjMem9b,39,0.413,0.565,0,-6.375,1,0.0325,0.17800000000000002,0.0,0.07,0.152,154.015,297663,4
Anh Khang,Ngay Xua Em Den - Original,2ZGPGavvuhKst4YulDNsvs,spotify:track:2ZGPGavvuhKst4YulDNsvs,https://api.spotify.com/v1/tracks/2ZGPGavvuhKst4YulDNsvs,https://api.spotify.com/v1/audio-analysis/2ZGPGavvuhKst4YulDNsvs,39,0.682,0.391,5,-11.343,1,0.0287,0.674,2.5e-06,0.105,0.43700000000000006,105.992,258142,4
RAP VIỆT and RPT MCK,Anh Vẫn OK (feat. RPT MCK),129tzbtZ8PRLVo33ymZigS,spotify:track:129tzbtZ8PRLVo33ymZigS,https://api.spotify.com/v1/tracks/129tzbtZ8PRLVo33ymZigS,https://api.spotify.com/v1/audio-analysis/129tzbtZ8PRLVo33ymZigS,39,0.698,0.738,5,-3.9730000000000003,0,0.255,0.136,0.0,0.0687,0.601,151.923,195789,4
Chillies,Nếu Ngày Mai Không Đến,1IyaXs95EqH8emANUrhRwH,spotify:track:1IyaXs95EqH8emANUrhRwH,https://api.spotify.com/v1/tracks/1IyaXs95EqH8emANUrhRwH,https://api.spotify.com/v1/audio-analysis/1IyaXs95EqH8emANUrhRwH,39,0.625,0.665,11,-8.709,1,0.0336,0.0034200000000000003,3.4399999999999996e-05,0.0804,0.192,124.007,330968,4
Thịnh Suy,Tình Yêu Xanh Lá (juju),2QIRuHGVTmp9HL2u4irHMt,spotify:track:2QIRuHGVTmp9HL2u4irHMt,https://api.spotify.com/v1/tracks/2QIRuHGVTmp9HL2u4irHMt,https://api.spotify.com/v1/audio-analysis/2QIRuHGVTmp9HL2u4irHMt,39,0.7070000000000001,0.353,6,-13.412,1,0.0339,0.8,8.11e-06,0.0873,0.364,119.98700000000001,179000,3
Đen,Cảm Ơn - Live At Show Của Đen,1Vawvhwe9GUxsBgGwSWeEk,spotify:track:1Vawvhwe9GUxsBgGwSWeEk,https://api.spotify.com/v1/tracks/1Vawvhwe9GUxsBgGwSWeEk,https://api.spotify.com/v1/audio-analysis/1Vawvhwe9GUxsBgGwSWeEk,38,0.569,0.8759999999999999,1,-5.257000000000001,1,0.23,0.12300000000000001,0.0,0.0742,0.586,174.11700000000002,274833,4
Kimmese and Đen,Trạm Dừng Chân,16cdiPwx8TJqCBuQIV7A5X,spotify:track:16cdiPwx8TJqCBuQIV7A5X,https://api.spotify.com/v1/tracks/16cdiPwx8TJqCBuQIV7A5X,https://api.spotify.com/v1/audio-analysis/16cdiPwx8TJqCBuQIV7A5X,38,0.586,0.581,3,-4.907,0,0.0345,0.48100000000000004,0.0,0.0766,0.25,131.991,290816,4
Sơn Tùng M-TP and Onionn,Remember Me - Onionn Remix Countdown 2021,4hpfney9Bo57TNp1Ka9aSr,spotify:track:4hpfney9Bo57TNp1Ka9aSr,https://api.spotify.com/v1/tracks/4hpfney9Bo57TNp1Ka9aSr,https://api.spotify.com/v1/audio-analysis/4hpfney9Bo57TNp1Ka9aSr,38,0.5429999999999999,0.9590000000000001,4,-3.102,0,0.081,0.133,0.0442,0.091,0.374,165.02900000000002,197818,4
Ung Hoang Phuc,Vì Sao Trong Lòng Tôi,77KKLsOt8t43crXzSAxKyl,spotify:track:77KKLsOt8t43crXzSAxKyl,https://api.spotify.com/v1/tracks/77KKLsOt8t43crXzSAxKyl,https://api.spotify.com/v1/audio-analysis/77KKLsOt8t43crXzSAxKyl,38,0.5670000000000001,0.514,0,-5.471,0,0.0278,0.295,0.0,0.0959,0.0809,139.656,300600,4
RAP VIỆT and Rtee,Nhà Bao Việc (feat. R.Tee),1LAdQfi4bXzNR7EAqKeWCn,spotify:track:1LAdQfi4bXzNR7EAqKeWCn,https://api.spotify.com/v1/tracks/1LAdQfi4bXzNR7EAqKeWCn,https://api.spotify.com/v1/audio-analysis/1LAdQfi4bXzNR7EAqKeWCn,38,0.708,0.754,6,-3.905,1,0.382,0.0671,0.0,0.42200000000000004,0.6779999999999999,200.158,202452,4
Phan Mạnh Quỳnh,Có Một Nơi Như Thế,3xVDR2MudkcOjkb9gj4FT8,spotify:track:3xVDR2MudkcOjkb9gj4FT8,https://api.spotify.com/v1/tracks/3xVDR2MudkcOjkb9gj4FT8,https://api.spotify.com/v1/audio-analysis/3xVDR2MudkcOjkb9gj4FT8,38,0.69,0.43799999999999994,5,-8.891,1,0.156,0.767,1.4099999999999999e-05,0.105,0.652,171.829,235000,4
Phan Mạnh Quỳnh,Nước Ngoài,0ywqfyfIqtnnY0BPOeDtaY,spotify:track:0ywqfyfIqtnnY0BPOeDtaY,https://api.spotify.com/v1/tracks/0ywqfyfIqtnnY0BPOeDtaY,https://api.spotify.com/v1/audio-analysis/0ywqfyfIqtnnY0BPOeDtaY,38,0.5820000000000001,0.115,10,-12.875,0,0.0332,0.97,3.07e-06,0.15,0.63,89.70700000000001,212667,4
Đen,Trời Ơi Con Chưa Muốn Chết - Live At Show Của Đen,0ehr6CI3E8cCBdqbWCyWEV,spotify:track:0ehr6CI3E8cCBdqbWCyWEV,https://api.spotify.com/v1/tracks/0ehr6CI3E8cCBdqbWCyWEV,https://api.spotify.com/v1/audio-analysis/0ehr6CI3E8cCBdqbWCyWEV,38,0.696,0.893,6,-4.675,0,0.132,0.205,0.0,0.136,0.8240000000000001,85.965,198400,4
Ngọt,CHUYỂN KÊNH (sản phẩm này không phải là thuốc),7ho5xWwyYi7KJzJxyM1sPJ,spotify:track:7ho5xWwyYi7KJzJxyM1sPJ,https://api.spotify.com/v1/tracks/7ho5xWwyYi7KJzJxyM1sPJ,https://api.spotify.com/v1/audio-analysis/7ho5xWwyYi7KJzJxyM1sPJ,38,0.797,0.45,9,-8.311,0,0.036000000000000004,0.348,5.49e-06,0.0908,0.617,130.076,273807,4
MIN and ERIK,Chưa Bao Giờ Mẹ Kể,0IuibTGRJrvneq0taKqewW,spotify:track:0IuibTGRJrvneq0taKqewW,https://api.spotify.com/v1/tracks/0IuibTGRJrvneq0taKqewW,https://api.spotify.com/v1/audio-analysis/0IuibTGRJrvneq0taKqewW,38,0.7040000000000001,0.557,7,-7.965,1,0.0303,0.815,0.0,0.106,0.65,110.035,258690,4
Chillies,Giá Như,42mIT9wfmgA48DTN8GmCxX,spotify:track:42mIT9wfmgA48DTN8GmCxX,https://api.spotify.com/v1/tracks/42mIT9wfmgA48DTN8GmCxX,https://api.spotify.com/v1/audio-analysis/42mIT9wfmgA48DTN8GmCxX,38,0.509,0.7490000000000001,2,-8.658999999999999,1,0.0362,0.0622,0.00486,0.0727,0.28800000000000003,172.053,297000,4
Pianoholic,River flows in You,46pQ813bqubqK1nNpczQ0v,spotify:track:46pQ813bqubqK1nNpczQ0v,https://api.spotify.com/v1/tracks/46pQ813bqubqK1nNpczQ0v,https://api.spotify.com/v1/audio-analysis/46pQ813bqubqK1nNpczQ0v,38,0.303,0.193,9,-21.364,1,0.0729,0.988,0.892,0.11199999999999999,0.147,65.688,114051,4
Le Bao Binh and Orinn,Níu Duyên - TikTok Remix,2TAXrz8RMhDUBjX5Hc8q7X,spotify:track:2TAXrz8RMhDUBjX5Hc8q7X,https://api.spotify.com/v1/tracks/2TAXrz8RMhDUBjX5Hc8q7X,https://api.spotify.com/v1/audio-analysis/2TAXrz8RMhDUBjX5Hc8q7X,38,0.779,0.809,9,-4.475,0,0.035,0.0951,0.0175,0.27,0.609,140.001,382772,4
JSOL,Độc Thân,59n59wURci4apKAcSuRHi9,spotify:track:59n59wURci4apKAcSuRHi9,https://api.spotify.com/v1/tracks/59n59wURci4apKAcSuRHi9,https://api.spotify.com/v1/audio-analysis/59n59wURci4apKAcSuRHi9,38,0.8690000000000001,0.77,11,-2.61,0,0.0526,0.14800000000000002,1.11e-05,0.0568,0.88,122.03399999999999,199672,4
My Anh,Yên,757UcFkzXQqIL0etbUsdFH,spotify:track:757UcFkzXQqIL0etbUsdFH,https://api.spotify.com/v1/tracks/757UcFkzXQqIL0etbUsdFH,https://api.spotify.com/v1/audio-analysis/757UcFkzXQqIL0etbUsdFH,38,0.721,0.562,9,-7.489,0,0.0371,0.255,0.0,0.266,0.266,109.975,221396,4
Khac Viet,Suy Nghĩ Trong Anh,0fc8tZLo7t5aVaEFIMUxhB,spotify:track:0fc8tZLo7t5aVaEFIMUxhB,https://api.spotify.com/v1/tracks/0fc8tZLo7t5aVaEFIMUxhB,https://api.spotify.com/v1/audio-analysis/0fc8tZLo7t5aVaEFIMUxhB,38,0.6659999999999999,0.483,4,-8.587,1,0.0282,0.7020000000000001,1.47e-06,0.10300000000000001,0.5589999999999999,104.064,311231,4
Ngô Lan Hương and DCROWNFLY,Em Như Nào Cũng Được,5TouWXmkNrM5mof9MAZEBf,spotify:track:5TouWXmkNrM5mof9MAZEBf,https://api.spotify.com/v1/tracks/5TouWXmkNrM5mof9MAZEBf,https://api.spotify.com/v1/audio-analysis/5TouWXmkNrM5mof9MAZEBf,38,0.742,0.508,1,-9.885,0,0.19899999999999998,0.628,0.0,0.10400000000000001,0.545,96.965,246811,4
RAP VIỆT and 16 Typh,Người Ấy Là Ai (feat. 16 Typh),6523STZxyVjkdIKPB6CHfH,spotify:track:6523STZxyVjkdIKPB6CHfH,https://api.spotify.com/v1/tracks/6523STZxyVjkdIKPB6CHfH,https://api.spotify.com/v1/audio-analysis/6523STZxyVjkdIKPB6CHfH,38,0.86,0.713,3,-4.3,1,0.154,0.107,0.0,0.287,0.595,125.14,203520,4
RAP VIỆT and Dian,ENVY (feat. Dian),6oPXqNpnWSiqxaEpe8xHOz,spotify:track:6oPXqNpnWSiqxaEpe8xHOz,https://api.spotify.com/v1/tracks/6oPXqNpnWSiqxaEpe8xHOz,https://api.spotify.com/v1/audio-analysis/6oPXqNpnWSiqxaEpe8xHOz,38,0.805,0.7090000000000001,6,-5.539,0,0.0447,0.16,0.0,0.205,0.271,103.00200000000001,156117,4
RAP VIỆT and 16 BrT,HIÊN NGANG NGẨNG ĐẦU (feat. 16 BrT),1lzKQW36Y43DVGSTG5vNAW,spotify:track:1lzKQW36Y43DVGSTG5vNAW,https://api.spotify.com/v1/tracks/1lzKQW36Y43DVGSTG5vNAW,https://api.spotify.com/v1/audio-analysis/1lzKQW36Y43DVGSTG5vNAW,38,0.9009999999999999,0.879,9,-4.563,1,0.14400000000000002,0.0922,0.0,0.0791,0.7040000000000001,119.98100000000001,164000,4
RAP VIỆT and RPT Gonzo and Thành Draw and Binz,"What Love Is… (feat. RPT Gonzo, Thành Draw & Binz)",3OKyAD1Z2dJhxMJQFW4YJs,spotify:track:3OKyAD1Z2dJhxMJQFW4YJs,https://api.spotify.com/v1/tracks/3OKyAD1Z2dJhxMJQFW4YJs,https://api.spotify.com/v1/audio-analysis/3OKyAD1Z2dJhxMJQFW4YJs,38,0.42700000000000005,0.693,4,-7.105,0,0.237,0.21,0.0,0.22699999999999998,0.366,89.693,242667,4
Tien Tien,Lo Xa,3Mj39aPp9Ts9utchsXZcjZ,spotify:track:3Mj39aPp9Ts9utchsXZcjZ,https://api.spotify.com/v1/tracks/3Mj39aPp9Ts9utchsXZcjZ,https://api.spotify.com/v1/audio-analysis/3Mj39aPp9Ts9utchsXZcjZ,38,0.66,0.353,11,-8.486,1,0.0299,0.917,0.0551,0.0915,0.6809999999999999,101.936,167149,3
Noo Phước Thịnh,Mai Mai Ben Nhau,3B8BsHqwDa0mYDq2uSo0DJ,spotify:track:3B8BsHqwDa0mYDq2uSo0DJ,https://api.spotify.com/v1/tracks/3B8BsHqwDa0mYDq2uSo0DJ,https://api.spotify.com/v1/audio-analysis/3B8BsHqwDa0mYDq2uSo0DJ,38,0.5820000000000001,0.764,7,-5.044,1,0.066,0.375,0.0,0.163,0.35600000000000004,151.942,268437,4
Andiez and AMEE,Anh Đánh Rơi Người Yêu Này! - Thật Tuyệt Vời Khi Ở Bên Em Ost,72UqrAgisRK4yMbsruvCoW,spotify:track:72UqrAgisRK4yMbsruvCoW,https://api.spotify.com/v1/tracks/72UqrAgisRK4yMbsruvCoW,https://api.spotify.com/v1/audio-analysis/72UqrAgisRK4yMbsruvCoW,38,0.546,0.6829999999999999,4,-6.087000000000001,1,0.0401,0.575,6.04e-06,0.275,0.614,170.012,207529,4
Jack and K-ICM,Sóng Gió,5nbEQky9dG4f9XFrL4AAKH,spotify:track:5nbEQky9dG4f9XFrL4AAKH,https://api.spotify.com/v1/tracks/5nbEQky9dG4f9XFrL4AAKH,https://api.spotify.com/v1/audio-analysis/5nbEQky9dG4f9XFrL4AAKH,38,0.662,0.7190000000000001,2,-6.317,0,0.051,0.687,0.0,0.262,0.727,95.007,254094,4
MONSTAR,ai buồn giơ tay,43T0YSkbVXO2gBTJriZhdU,spotify:track:43T0YSkbVXO2gBTJriZhdU,https://api.spotify.com/v1/tracks/43T0YSkbVXO2gBTJriZhdU,https://api.spotify.com/v1/audio-analysis/43T0YSkbVXO2gBTJriZhdU,38,0.875,0.857,0,-3.6210000000000004,1,0.0896,0.29600000000000004,1.14e-06,0.0995,0.966,136.002,192773,4
Khac Viet and Quang Hà,Ngỡ,6c7iBybTSvAgPmxW3pN1qm,spotify:track:6c7iBybTSvAgPmxW3pN1qm,https://api.spotify.com/v1/tracks/6c7iBybTSvAgPmxW3pN1qm,https://api.spotify.com/v1/audio-analysis/6c7iBybTSvAgPmxW3pN1qm,38,0.64,0.5429999999999999,5,-5.837000000000001,0,0.0273,0.647,3.5499999999999996e-05,0.113,0.155,125.978,243053,4
Sơn Tùng M-TP,Nắng Ấm Xa Dần,2HJTiK8apJmdBUcHsfp1mR,spotify:track:2HJTiK8apJmdBUcHsfp1mR,https://api.spotify.com/v1/tracks/2HJTiK8apJmdBUcHsfp1mR,https://api.spotify.com/v1/audio-analysis/2HJTiK8apJmdBUcHsfp1mR,38,0.643,0.789,1,-8.232999999999999,0,0.0346,0.00442,0.0,0.0874,0.47600000000000003,120.022,188082,4
Kha,Em Không Cô Đơn,5wFxD2PtMPHmb2LZ6ltLVX,spotify:track:5wFxD2PtMPHmb2LZ6ltLVX,https://api.spotify.com/v1/tracks/5wFxD2PtMPHmb2LZ6ltLVX,https://api.spotify.com/v1/audio-analysis/5wFxD2PtMPHmb2LZ6ltLVX,38,0.809,0.516,0,-5.819,0,0.0389,0.547,2.8300000000000003e-05,0.11199999999999999,0.45399999999999996,95.008,250829,4
Tien Tien,Vì Tôi Còn Sống - 3rd Single 2015,3HXc9xqPIT3GzotV1eaVKa,spotify:track:3HXc9xqPIT3GzotV1eaVKa,https://api.spotify.com/v1/tracks/3HXc9xqPIT3GzotV1eaVKa,https://api.spotify.com/v1/audio-analysis/3HXc9xqPIT3GzotV1eaVKa,38,0.7240000000000001,0.45399999999999996,0,-7.507999999999999,1,0.0662,0.715,2.61e-06,0.0512,0.456,133.893,237640,4
Hồ Quỳnh Hương,Bức Thư Tình Thứ Hai,3UWNIhKkuuUehpKaraVSSM,spotify:track:3UWNIhKkuuUehpKaraVSSM,https://api.spotify.com/v1/tracks/3UWNIhKkuuUehpKaraVSSM,https://api.spotify.com/v1/audio-analysis/3UWNIhKkuuUehpKaraVSSM,38,0.38299999999999995,0.43799999999999994,10,-7.107,1,0.0291,0.87,1.56e-06,0.11800000000000001,0.284,173.908,353787,4
Sơn Tùng M-TP,Thái Bình Mồ Hôi Rơi,77WB1SRD0tGgkKQFIWCISJ,spotify:track:77WB1SRD0tGgkKQFIWCISJ,https://api.spotify.com/v1/tracks/77WB1SRD0tGgkKQFIWCISJ,https://api.spotify.com/v1/audio-analysis/77WB1SRD0tGgkKQFIWCISJ,38,0.5329999999999999,0.442,3,-6.657,0,0.0288,0.3,2.75e-06,0.155,0.157,130.05,318093,4
ERIK,Lac Nhau Co Phai Muon Doi. - Original,2Gt0kVB7kHnJZi0GTJe4Qm,spotify:track:2Gt0kVB7kHnJZi0GTJe4Qm,https://api.spotify.com/v1/tracks/2Gt0kVB7kHnJZi0GTJe4Qm,https://api.spotify.com/v1/audio-analysis/2Gt0kVB7kHnJZi0GTJe4Qm,38,0.5760000000000001,0.39299999999999996,8,-5.7379999999999995,1,0.0282,0.904,0.0,0.153,0.11800000000000001,119.85600000000001,282576,4
MIN and 16 Typh,Trên Tình Bạn Dưới Tình Yêu (with 16 Typh),4nsNzuB6sGMr5MHaIJaW5k,spotify:track:4nsNzuB6sGMr5MHaIJaW5k,https://api.spotify.com/v1/tracks/4nsNzuB6sGMr5MHaIJaW5k,https://api.spotify.com/v1/audio-analysis/4nsNzuB6sGMr5MHaIJaW5k,37,0.7659999999999999,0.899,5,-3.332,1,0.0454,0.177,0.0,0.183,0.474,108.977,209174,4
JayKii,Yếu Đuối Ai Xem,5tV4tAY9g5oeaFujg7GMle,spotify:track:5tV4tAY9g5oeaFujg7GMle,https://api.spotify.com/v1/tracks/5tV4tAY9g5oeaFujg7GMle,https://api.spotify.com/v1/audio-analysis/5tV4tAY9g5oeaFujg7GMle,37,0.541,0.364,1,-7.141,1,0.03,0.6629999999999999,0.0,0.127,0.408,140.096,259090,4
Thinh Suy,Thac Mac?,3oIOIElcMs0kzonoDHzEx6,spotify:track:3oIOIElcMs0kzonoDHzEx6,https://api.spotify.com/v1/tracks/3oIOIElcMs0kzonoDHzEx6,https://api.spotify.com/v1/audio-analysis/3oIOIElcMs0kzonoDHzEx6,37,0.612,0.46299999999999997,2,-9.185,1,0.0766,0.665,2.46e-05,0.638,0.642,143.983,205567,4
Cao Thai Son,Con Đường Mưa,2LEDtBvipXO7mxlNqJJPkm,spotify:track:2LEDtBvipXO7mxlNqJJPkm,https://api.spotify.com/v1/tracks/2LEDtBvipXO7mxlNqJJPkm,https://api.spotify.com/v1/audio-analysis/2LEDtBvipXO7mxlNqJJPkm,37,0.521,0.596,7,-5.406000000000001,0,0.0341,0.261,0.0,0.35600000000000004,0.36,169.47099999999998,306347,4
"Linh Thộn, Gia Nghi, Jay Bach",Cháu Xin Lỗi Chú,11lfcenVcwQs5Y4xPgCZ28,spotify:track:11lfcenVcwQs5Y4xPgCZ28,https://api.spotify.com/v1/tracks/11lfcenVcwQs5Y4xPgCZ28,https://api.spotify.com/v1/audio-analysis/11lfcenVcwQs5Y4xPgCZ28,37,0.922,0.514,7,-7.702999999999999,1,0.29600000000000004,0.873,2.25e-06,0.1,0.535,113.935,249474,4
